pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
107;108;2;XMRSTATE;Expanded State of Residence of Mother;;U,R;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","YC":"New York City","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","CC":"Canada","CU":"Cuba","MX":"Mexico","YY":"Rest of the World","ZZ":"Not Classifiable"};""
109;110;2;MRSTATEFIPS;Mother’s Residence FIPS State;;U,R;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","GU":"Guam","PR":"Puerto Rico","VI":"Virgin Islands","CC":"Canada","CU":"Cuba","MX":"Mexico","YY":"Rest of the World","ZZ":"Not Classifiable"};
111;113;3;FILLER;Filler;;;;
114;116;3;MRCNTYFIPS;Mother’s County of Residence;;U,R;{"000":"Foreign residents"};001-999 See Geographic Table
117;119;3;FILLER;Filler;;;;
120;124;5;MRCITYFIPS;Mother’s Residence City;;U,R;{"00000":"Foreign residents"};00001-99999 See Geographic Table
125;126;2;CMSA;Consolidated Metropolitan Statistical Areas;;U,R;{"0":"Not a CMSA","07":"Boston, Worchester, Lawrence, MA-NH-ME-CT, CMSA","14":"Chicago-Gary-Kenosha, IL-IN-WI, CMSA","21":"Cincinnati-Hamilton, OH-KY-IN, CMSA","28":"Cleveland-Akron, OH, CMSA","31":"Dallas-Fort Worth, TX, CMSA","34":"Denver-Bolder-Greeley, CO, CMSA","35":"Detroit-Ann Arbor-Flint, MI, CMSA","42":"Houston-Galveston-Brazoria, TX, CMSA","49":"Los Angeles-Riverside-Orange County, CA, CMSA","56":"Miami-Fort Lauderdale, FL, CMSA","63":"Milwaukee-Racine, WI, CMSA","70":"New York-Northern New Jersey-Long Island, NY-NJ-CT-PA, CMSA","77":"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD, CMSA","79":"Portland-Salem, OR-WA, CMSA","82":"Sacramento-Yolo, CA, CMSA","84":"San Francisco-Oakland-San Jose, CA, CMSA","91":"Seattle-Tacoma-Bremerton, WA, CMSA","97":"Washington-Baltimore, DC-MD-VA-WV, CMSA","00":"Not a CMSA","87":"San Juan-Caguas-Arecibo, PR, CMSA"};
127;130;4;MSA;Metropolitan Statistical Areas;;U,R;{"0000":"Nonmetropolitan counties or Foreign residence","9999":"Area less than 250,000"};0040-9360 Code Range
131;;1;MSA_POP;Population of Statistical Area;;U,R;{"1":"Area of 250,000 or more","2":"Area less than 250,000","9":"Nonmetropolitan areas","Z":"Foreign resident"};
132;;1;RCNTY_POP;Population of Residence County;;U,R;{"0":"County of 1,000,000 or more","1":"County of 500,000 to 1,000,000","2":"County of 250,000 to 500,000","9":"County less than 250,000","Z":"Foreign resident"};
133;;1;RCITY_POP;Population of Residence City;;U,R;{"0":"County of 1,000,000 or more","1":"County of 500,000 to 1,000,000","2":"County of 250,000 to 500,000","9":"County less than 250,000","Z":"Foreign resident"};This item is available in the territory file only, geographic codes are not available in the U.S. file.
134;;1;FILLER;Filler;;;;
135;;1;METRORES;Metropolitan Residence County;;U,R;{"1":"Metropolitan County","2":"Nonmetropolitan County","Z":"Foreign resident"};
136;;1;FILLER;Filler;;;;
137;;1;RECTYPE;Record Type;;U,R;{"1":"RESIDENT: State and county of occurrence and residence","2":"NONRESIDENT: State and county of occurrence and residence are different."};This item is available in the territory file only, geographic codes are not available in the U.S. file.
138;;1;RESTATUS;Residence Status;;U,R;{"1":{"United States":"RESIDENT: State and county of occurrence and residence are the same.", "Outlying areas of the US":"RESIDENT: State and county of occurrence and residence are the same. (Unique to Guam, all US residents are considered residents of Guam and thus are assigned 1.)"},"2":{"United States":"INTRASTATE NONRESIDENT: State of occurrence and residence are the same but county is different.", "Outlying areas of the US":"INTRATERRITORY NONRESIDENT: Territory of occurrence and residence are the same but county is different.// INTERTERRITORY RESIDENT: Territory of occurrence and residence are different but both are US Territories."},"3":{"United States":"INTERSTATE NONRESIDENT: State of occurrence and residence are different but both are one of the 50 US states or District of Columbia.", "Outlying areas of the US":"FOREIGN RESIDENT: The residence is not a US Territory."},"4":{"United States":"FOREIGN RESIDENT: The state of residence is not one of the 50 US states or District of Columbia.", "Outlying areas of the US":"FOREIGN RESIDENT: The residence is not a US Territory."}};
139;140;2;MBRACE;Mother’s Bridged Race;;R;{"01":"White – single race","02":"Black – single race","03":"American Indian – single race","04":"Asian Indian – single race","05":"Chinese – single race","06":"Filipino – single race","07":"Japanese – single race","08":"Korean – single race","09":"Vietnamese – single race","10":"Other Asian – single race","11":"Hawaiian – single race","12":"Guamanian – single race","13":"Samoan – single race","14":"Other Pacific Islander – single race","21":"White – bridged multiple race","22":"Black – bridged multiple race","23":"American Indian & Alaskan Native – bridged multiple race","24":"Asian / Pacific Islander – bridged multiple race"," ":"Not on certificate","00":"Other"};
141;142;2;MRACE;Mother’s Race;;U;{"01":{"United States":"White","Puerto Rico":"White","Guam":"White","All other Outlying Areas of the US":"White"},"02":{"United States":"Black","Puerto Rico":"Black","Guam":"Black","All other Outlying Areas of the US":"Black"},"03":{"United States":"American Indian/Alaskan Native","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":"American Indian/Alaskan Native"},"04":{"United States":"Chinese","Puerto Rico":"","Guam":"Chinese","All other Outlying Areas of the US":"Chinese"},"05":{"United States":"Japanese","Puerto Rico":"","Guam":"Japanese","All other Outlying Areas of the US":"Japanese"},"06":{"United States":"Hawaiian (includes part Hawaiian)","Puerto Rico":"","Guam":"Hawaiian (includes part Hawaiian)","All other Outlying Areas of the US":"Hawaiian (includes part Hawaiian)"},"07":{"United States":"Filipino","Puerto Rico":"","Guam":"Filipino","All other Outlying Areas of the US":"Filipino"},"18":{"United States":"Asian Indian","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"28":{"United States":"Korean","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"38":{"United States":"Samoan","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"48":{"United States":"Vietnamese","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"58":{"United States":"Guamanian","Puerto Rico":"","Guam":"Guamanian","All other Outlying Areas of the US":""},"68":{"United States":"Other Asian or Pacific Islander in areas reporting codes 18-58.","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"78":{"United States":"Combined other Asian or Pacific Islander, includes 18-68 for areas that do not report them separately.","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"00":{"United States":"","Puerto Rico":"Other races","Guam":"","All other Outlying Areas of the US":""},"08":{"United States":"","Puerto Rico":"","Guam":"Other Asian or Pacific Islander","All other Outlying Areas of the US":"Other Asian or Pacific Islander"}, " ":{"United States":"Not on certificate","Puerto Rico":"Not on certificate","Guam":"Not on certificate","All other Outlying Areas of the US":"Not on certificate"}};
143;;1;MRACEREC;Mother’s Race Recode;;U,R;{"1":{"United States and all Outlying Areas of the United States except Puerto Rico":"White","Puerto Rico":"White"},"2":{"United States and all Outlying Areas of the United States except Puerto Rico":"Black","Puerto Rico":"Black"},"3":{"United States and all Outlying Areas of the United States except Puerto Rico":"American Indian / Alaskan Native","Puerto Rico":""},"4":{"United States and all Outlying Areas of the United States except Puerto Rico":"Asian / Pacific Islander","Puerto Rico":""},"0":{"United States and all Outlying Areas of the United States except Puerto Rico":"","Puerto Rico":"Other (not classified as White or Black)"}};
144;;1;MRACEIMP;Mother’s Race Imputed;;U,R;{" ":"Mother's' race not imputed", "1":"Unknown race imputed","2":"All other races, formerly coded 09, imputed"};
145;147;3;FILLER;Filler;;;;
148;;1;UMHISP;Mother’s Hispanic Origin;569;U,R;{"0":"Non-Hispanic","1":"Mexican","2":"Puerto Rican","3":"Cuban","4":"Central or South American","5":"Other and Unknown Hispanic","9":"Origin unknown or not stated"};
149;;1;MRACEHISP;Mother’s Race/Hispanic Origin;569;U,R;{"1":"Mexican","2":"Puerto Rican","3":"Cuban","4":"Central or South American","5":"Other and Unknown Hispanic","6":"Non-Hispanic White","7":"Non-Hispanic Black","8":"Non-Hispanic Other Races","9":"Origin unknown or not stated"};
150;152;3;FILLER;Filler;;;;
153;;1;MAR;Mother’s Marital Status;652;U,R;{"1":{"United States and all Outlying Areas of the US except Puerto Rico":"Yes","Puerto Rico":"Yes"},"2":{"United States and all Outlying Areas of the US except Puerto Rico":"No","Puerto Rico":"Unmarried parents living together"}, "3":{"United States and all Outlying Areas of the US except Puerto Rico":"","Puerto Rico":"Unmarried parents not living together"}, "9":{"United States and all Outlying Areas of the US except Puerto Rico":"Unknown or not stated","Puerto Rico":"Unknown or not stated"}};
154;;1;MAR_IMP;Mother’s Marital Status Imputed;;U,R;{" ":"Marital Status not imputed","1":"Marital Status imputed"};
155;;1;MEDUC;Mother’s Education – Revised;571;R;{"1":"8th grade or less","2":"9th through 12th grade with no diploma","3":"High school graduate or GED completed","4":"Some college credit, but not a degree.","5":"Associate degree (AA,AS)","6":"Bachelor’s degree (BA, AB, BS) ","7":"Master’s degree (MA, MS, MEng, MEd, MSW, MBA)","8":"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","9":"Unknown", " ":"Not on cerificate"};
156;157;2;UMEDUC;Mother’s Educ–Unrevised;647;U;{"00":"No formal education","01":"1 year of elementary school","02":"2 years of elementary school","03":"3 years of elementary school","04":"4 years of elementary school","05":"5 years of elementary school","06":"6 years of elementary school","07":"7 years of elementary school","08":"8 years of elementary school","09":"1 year of high school","10":"2 years of high school","11":"3 years of high school","12":"4 years of high school","13":"1 year of college","14":"2 years of college","15":"3 years of college","16":"4 years of college","17":"5 or more years of college","99":"Not stated"," ":"Not on certificate"};
158;;1;MEDUC_REC;Mother’s Education Recode;647;U;{"1":"0 –8 years","2":"9 –11 years","3":"12 years","4":"13 –15 years","5":"16 years and over","6":"Not stated"," ":"Not on certificate"};
159;174;16;FILLER;Filler;;;;
175;;1;FAGERPT_FLG;Father’s Reported Age Used;;U,R;{" ":"Father’s reported age not used","1":"Father’s reported age used"};
176;177;2;FAGERPT;Father’s Reported Age;;U,R;{"99":"Unknown or not stated"," ":"Not on certificate"};09-98 Father’s reported age in years
178;183;6;FILLER;Filler;;;;
184;185;2;UFAGECOMB;Father’s Combined Age (Unrevised);;U;{"99":"Unknown or not stated"};10-98 Father’s combined age in years
186;187;2;FAGEREC11;Father’s Age Recode 11;;U,R;{"01":"Under 15 years","02":"15-19 years","03":"20-24 years","04":"25-29 years","05":"30-34 years","06":"35-39 years","07":"40-44 years","08":"45-49 years","09":"50-54 years","10":"55-98 years","11":"Not stated"};
188;189;2;FBRACE;Father’s Bridged Race;;U,R;{"01":"White – single race","02":"Black – single race","03":"American Indian – single race","04":"Asian Indian – single race","05":"Chinese – single race","06":"Filipino – single race","07":"Japanese – single race more than one Asian/Pacific Islander group.","08":"Korean – single race","09":"Vietnamese – single race","10":"Other Asian – single race","11":"Hawaiian – single race","12":"Guamanian – single race","13":"Samoan – single race","14":"Other Pacific Islander – single race","21":"White – bridged multiple race","22":"Black – bridged multiple race","23":"American Indian & Alaskan Native – bridged multiple race","24":"Asian / Pacific Islander – bridged multiple race","99":"Unknown or not stated, also includes states not reporting multiple race"," ":"Not on certificate","00":"Other"};United States and non Puerto Rican Territories Includes only states reporting multiple race. Codes 01-14 used for individuals reporting only one race. Codes 21-24 used for individuals reporting more than  one race that have been bridged to a single race. Code 24 also used for individuals reporting
190;;1;FILLER;Filler;;;;
191;;1;FRACEREC;Father’s Race Recode;;U,R;{"1":{"United States and all Outlying Areas of the US except Puerto Rico":"White","Puerto Rico":"White"},"2":{"United States and all Outlying Areas of the US except Puerto Rico":"Black","Puerto Rico":"Black"},"3":{"United States and all Outlying Areas of the US except Puerto Rico":"American Indian / Alaskan Native","Puerto Rico":""},"4":{"United States and all Outlying Areas of the US except Puerto Rico":"Asian / Pacific Islander","Puerto Rico":""},"9":{"United States and all Outlying Areas of the US except Puerto Rico":"Unknown or not stated","Puerto Rico":"Unknown or not stated"},"0":{"United States and all Outlying Areas of the US except Puerto Rico":"","Puerto Rico":"Other (not classified as White or Black)"}};
192;194;3;FILLER;Filler;;;;
195;;1;UFHISP;Father’s Hispanic Origin;570;U,R;{"0":"Non-Hispanic","1":"Mexican","2":"Puerto Rican","3":"Cuban","4":"Central or South American","5":"Other and Unknown Hispanic","9":"Origin unknown or not stated"};
196;;1;FRACEHISP;Father’s Race/Hisp Origin;570;U,R;{"1":"Mexican","2":"Puerto Rican","3":"Cuban","4":"Central or South American","5":"Other and Unknown Hispanic","6":"Non-Hispanic White","7":"Non-Hispanic Black","8":"Non-Hispanic - Other Races","9":"Origin unknown or not stated"};
197;198;2;FILLER;Filler;;;;
199;200;2;UFRACE;Father’s Race (Unrevised);;U;{"01":{"United States":"White","Puerto Rico":"White","Guam":"White","All other Outlying Areas of the US":"White"},"02":{"United States":"Black","Puerto Rico":"Black","Guam":"Black","All other Outlying Areas of the US":"Black"},"03":{"United States":"American Indian/Alaskan Native","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":"American Indian/Alaskan Native"},"04":{"United States":"Chinese","Puerto Rico":"","Guam":"Chinese","All other Outlying Areas of the US":"Chinese"},"05":{"United States":"Japanese","Puerto Rico":"","Guam":"Japanese","All other Outlying Areas of the US":"Japanese"},"06":{"United States":"Hawaiian (includes part Hawaiian)","Puerto Rico":"","Guam":"Hawaiian (includes part Hawaiian)","All other Outlying Areas of the US":"Hawaiian (includes part Hawaiian)"},"07":{"United States":"Filipino","Puerto Rico":"","Guam":"Filipino","All other Outlying Areas of the US":"Filipino"},"18":{"United States":"Asian Indian","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"28":{"United States":"Korean","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"38":{"United States":"Samoan","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"48":{"United States":"Vietnamese","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"58":{"United States":"Guamanian","Puerto Rico":"","Guam":"Guamanian","All other Outlying Areas of the US":""},"68":{"United States":"Other Asian or Pacific Islander in areas reporting codes 18-58.","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"78":{"United States":"Combined other Asian or Pacific Islander, includes 18-68 for areas that do not report them separately.","Puerto Rico":"","Guam":"","All other Outlying Areas of the US":""},"00":{"United States":"","Puerto Rico":"Other races","Guam":"","All other Outlying Areas of the US":""},"08":{"United States":"","Puerto Rico":"","Guam":"Other Asian or Pacific Islander","All other Outlying Areas of the US":"Other Asian or Pacific Islander"}, " ":{"United States":"Not on certificate","Puerto Rico":"Not on certificate","Guam":"Not on certificate","All other Outlying Areas of the US":"Not on certificate"}};
201;203;3;FILLER;Filler;;;;
204;205;2;PRIORLIVE;Prior Births Now Living;;U,R;{"99":"Unknown or not stated"}; 00-30 Number of children still living
206;207;2;PRIORDEAD;Prior Births Now Dead;;U,R;{"99":"Unknown or not stated"}; 00-30 Number of children dead
208;209;2;PRIORTERM;Prior Other Terminations;;U,R;{"99":"Unknown or not stated"}; 00-30 Number other terminations
210;211;2;LBO_05;Live Birth Order;;U,R;{"99":"Unknown or not stated"}; 01-31 Sum of all previous live births (now living and now dead) plus current birth
212;;1;LBO_REC;Live Birth Order Recode;;U,R;{"8":"8 or more live births","9":"Unknown or not stated"};1-7 Number of live birth order.
213;214;2;FILLER;Filler;;;;
215;216;2;TBO_05;Total Birth Order;;U,R;{"99":"Unknown or not stated"}; 01-31 Sum of all previous pregnancies plus current birth
217;;1;TBO_REC;Total Birth Order Recode;;U,R;{"8":"8 or more live births","9":"Unknown or not stated"};1-7 Number of live birth order.
218;219;2;FILLER;Filler;;;;
220;221;2;DLLB_MM;Date of Last Live Birth Month;;U,R;{"01":"January","02":"February","03":"March","04":"April","05":"May","06":"June","07":"July","08":"August","09":"September","10":"October","11":"November","12":"December","88":"Not applicable","99":"Unknown or not stated"};
222;225;4;DLLB_YY;Date of Last Live Birth Year;;U,R;{"8888":"Not applicable","9999":"Unknown or not stated"};nnnn Year of last live birth
226;244;19;FILLER;Filler;;;;
245;246;2;PRECARE;Month Prenatal Care Began (Revised);668;R;{"00":"No prenatal care","99":"Unknown or not stated"," ":"Not on certificate"};01-10 Month prenatal care began
247;;1;PRECARE_REC;Month Prenatal Care Began Recode (Revised);668;R;{"1":"1st to 3rd month","2":"4th to 6th month","3":"7th to final month","4":"No prenatal care","5":"Unknown"," ":"Not on certificate"};
248;255;8;FILLER;Filler;;;;
256;257;2;MPCB;Month Prenatal Care Began (Unrevised);669;U;{"00":"No prenatal care","99":"Unknown"," ":"Not on certificate"};01-10 Month prenatal care began
258;;1;MPCB_REC6;Month Prenatal Care Began Recode 6(Unrevised);669;U;{"1":"1st to 2rd month","2":"3rd month","3":"4th to 6th month","4":"7th to final month","5":"No prenatal care","6":"Unknown"," ":"Not on certificate"};
259;;1;MPCB_REC5;Month Prenatal Care Began Recode 5(Unrevised);669;U;{"1":"1st trimester (1st to 3rd month)","2":"2nd trimester (4th to 6th month)","3":"3rd trimester (7th to final month)","4":"No prenatal care","5":"Unknown"," ":"Not on certificate"};
260;269;10;FILLER;Filler;;;;
270;271;2;UPREVIS;Number of Prenatal Visits;;U,R;{"99":"Unknown or not stated"};00-49 Number of prenatal visits
272;273;2;PREVIS_REC;Number of Prenatal Visits Recode;;U,R;{"01":"No visits","02":"1 to 2 visits","03":"3 to 4 visits","04":"5 to 6 visits","05":"7 to 8 visits","06":"9 to 10 visits","07":"11 to 12 visits","08":"13 to 14 visits","09":"15 to 16 visits","10":"17 to 18 visits","11":"19 or more visits","12":"Unknown or not stated"};
274;275;2;FILLER;Filler;;;;
276;277;2;WTGAIN;Weight Gain;648;U,R;{"98":"98 pounds and over","99":"Unknown or not stated"};00-97 Weight gain in pounds
278;;1;WTGAIN_REC;Weight Gain Recode;648;U,R;{"1":"Less than 11 pounds","2":"11 to 20 pounds","3":"21 to 30 pounds","4":"31 to 4 0 pounds","5":"41 to 98 pounds","9":"Unknown or not stated"};
279;283;5;FILLER;Filler;;;;
284;285;2;CIG_1;Cigarettes 1st Trimester;575;R;{"98":"98 or more cigarettes daily","99":"Unknown or not stated", " ":"Not on certificate"};00-97 Number of cigarettes daily
286;287;2;CIG_2;Cigarettes 2nd Trimester;575;R;{"98":"98 or more cigarettes daily","99":"Unknown or not stated", " ":"Not on certificate"};00-97 Number of cigarettes daily
288;289;2;CIG_3;Cigarettes 3rd Trimester;575;R;{"98":"98 or more cigarettes daily","99":"Unknown or not stated", " ":"Not on certificate"};00-97 Number of cigarettes daily
290;;1;TOBUSE;Tobacco Use;667;U;{"1":"Yes","2":"No","9":"Unknown or not stated"," ":"Unknown or not stated"};
291;292;2;CIGS;Cigarettes per Day;667;U;{"98":"98 or more cigarettes daily","99":"Unknown"," ":"Not on certificate"};00-97 Number of cigarettes daily
